DEPARTAMENTO,MUNICIPIO(S),DESTINO,NOMBRE,IMPACTO,APORTES NACIÓN,CONTRAPARTIDA,RADICACION SALIDA,ESTADO FÍSICO ACTUAL,AVANCE FÍSICO ACTUAL
CORDOBA,Lorica(COR),Acueducto/Urbana,"ACUEDUCTO REGIONAL CGTO LOS MORALES EN LORICA (EL CARITO, LA SUBIDA, LOS MONOS, LOS MORALES, MATA DE CAÑA, RABOGACHO, SARANDELO, LA PEINADA, RODEITO, RECULA Y TIERRALTA)",Población Beneficiada : 12442 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 205,1000000000.00,0.00,Sin Información,Liquidado,100
CORDOBA,Lorica(COR),Riesgos/Rural,CONSTRUCCION DE OBRAS PARA EL CONTROL DE EROSION SOBRE LA MARGEN IZQUIERDA DEL RIO SINU BARRIO LAS MERCEDES CASCO URBANO DEL CORREGIMIENTO DE MATA DE CAÑA MUNICIPIO DE LORICA,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 593,2890270362.00,0.00,Sin Información,Liquidado,100
CORDOBA,Lorica(COR),Riesgos/Rural,CONSTRUCCION DE OBRAS PARA EL CONTROL DE EROSION SOBRE LA MARGEN DERECHA DEL RIO SINU EN LA VEREDA EL CAMPANO Y RABO GACHO MUNICIPIO DE LORICA,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 590,2879584707.00,0.00,Sin Información,Liquidado,100
NARIÑO,Los Andes(NAR),Acueducto/Urbana,OPTIMIZACION OPERACIONAL DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO,Población Beneficiada : 4754 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 123,500000000.00,100523615.00,Sin Información,Liquidado,100
NARIÑO,Los Andes(NAR),Alcantarillado/Rural,"MEJORAMIENTO DE LAS CONDICIONES DE SANEAMIENTO RURAL MEDIANTE LA IMPLEMENTACION DE ACCIONES DE DESCONTAMINACION, EDUCACION Y PRESERVACION AMBIENTAL EN LA CUENCA DEL RIO GUAITARA, MUNICIPIO DE LOS ANDES",El proyecto beneficiará a 1839 habitantes y aumentará la cobertura del sistema de tratamiento de aguas servidas del 0 al 17% de la población de la zona rural del municipio de Los Andes.,1215762839.00,1984711597.00,2016EE0109037,Liquidado,100
NARIÑO,Los Andes(NAR),Alcantarillado/Urbana,MEJORAMIENTO ACUEDUCTO URBANO MUNICIPIO DE LOS ANDES,POR MEDIO DE LA EJECUCIÓN DE ESTE PROYECTO SE GARANTIZA MEJORAS EN LA CALIDAD Y CONTINUIDAD EN EL SERVICIO DE ACUEDUCTO,295731432.00,18476602.00,7320-E2-72539,Liquidado,100
NARIÑO,Los Andes(NAR),Alcantarillado/Urbana,OPTIMIZACION SISTEMA DE ALCANTARILLADO DEL CENTRO URBANO DEL MUNICIPIO DE LOS ANDES,"POR MEDIO DE ESTE PROYECTO VAMOS A PASAR DE 6 PUNTOS DE VERTIMIENTOS A 2, MEJORANDO LA CALIDAD DE VIDA DEL SECTOR Y REDUCIENDO LA CONTAMINACION PUNTUAL POR AGUAS SERVIDAS EN CONCORDANCIA CON EL PSMV.",496054239.00,1589861566.00,7320-E2-72546,Liquidado,100
CORDOBA,Los Cordobas(COR),Acueducto/Urbana,OPTIMIZACION SISTEMA DE ACUEDUCTO MUNICIPIO DE LOS CORDOBAS (REFORMULACION),Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 325,0.00,1584270000.00,Sin Información,Liquidado,100
CORDOBA,Los Cordobas(COR),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE LOS CORDOBAS,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 61,0.00,295365840.00,Sin Información,Liquidado,100
CORDOBA,Los Cordobas(COR),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO,Población Beneficiada : 2218 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 210,600000000.00,422191434.00,Sin Información,Liquidado,100
SUCRE,Los Palmitos(SUC),Acueducto/Rural,AMPLIACION Y OPTIMIZACION ACUEDUCTO REGIONAL RURAL ZONA NORTE DEL MUNICIPIO DE LOS PALMITOS,"Con la implementación de las obras se logrará: • Aumento en la continuidad y frecuencia de la prestación del servicio de acueducto a los usuarios de los corregimientos de Palmito, Hatillo, San Jaime, Soledad, Sabanas de Beltrán, El Delirio, La Graciela, Población Beneficiada : 5902 Nuevas Conexiones : 1985 Cobertura : 61,90% A 100% Continuidad : Empleos Generados :",1740809370.00,1998914347.00,7320-E2-60066,Liquidado,100
SUCRE,Los Palmitos(SUC),Acueducto/Urbana,OBRAS DE OPTIMIZACION Y AMPLIACION DEL SISTEMA DE ACUEDUCTO DE LA CABECERA MUNICIPAL DE LOS PALMITOS,"EJECUTAR OBRAS DE OPTIMIZACIÓN Y AMPLIACIÓN DEL SISTEMA DE ACUEDUCTO DE LA CABECERA MUNICIPAL DE LOS PALMITOS - SUCRE, EL CUAL SE VERÁ AFECTADO EN EL SISTEMA DE ACUEDUCTO CON UNA COBERTURA DE 84.38% A 100%, CON NUEVAS CONEXIONES DE 308. EL SISTEMA DE ALCANTARILLADO NO SE AFECTARÁ. LA POBLACIÓN BENEFICIADA ACTUAL ES DE 9.044 Y POBLACIÓN BENEFICIADA PROYECTADA 12.973. SE FORMULA PARA INCORPORAR LOS ITEMS ASEGURAMIENTO DE LA PRESTACIÓN DE LOS SERVICIOS PÚBLICOS DE ACUEDUCTO Y ALCANTARILLADO E INTERVENTORIA ASEGURAMIENTO DE LA PRESTACIÓN DE LOS SERVICIOS PÚBLICOS DE ACUEDUCTO Y ALCANTARILLO.",4420453109.00,10000000.00,7320-E2-9639,Liquidado,100
SUCRE,Los Palmitos(SUC),Acueducto/Urbana,"CONSTRUCCION DE UN NUEVO POZO Y CONDUCCION DE TUBERIA PVC RDE 21 UZ 4"" Y 2 1/2"" PARA EL ACUEDUCTO DE LOS CORREGIMIENTOS SABANAS DE PEDRO Y EL COLEY MUNICIPIO DE LOS PALMITOS - SUCRE",Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 240,1172901000.00,0.00,Sin Información,Liquidado,100
SUCRE,Los Palmitos(SUC),Alcantarillado/Rural,DOTACION LETRINIZACION EN EL MUNICIPIO DE LOS PALMITOS - SUCRE ZONA RURAL *,Población Beneficiada : 1080 Nuevas Conexiones : 1080 Cobertura : 0% A 100% Continuidad : Empleos Generados : 177,745737796.00,119958375.00,Sin Información,Liquidado,100
SUCRE,Los Palmitos(SUC),Alcantarillado/Urbana,DESCONTAMINAR Y CANALIZAR EL ARROYO CARACOLI SEGUNDA ETAPA MUNICIPIO DE LOS PALMITOS,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 240,1170624000.00,0.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Acueducto/Urbana,OPTIMIZACION DEL ACUEDUCTO DE LA CALLE 39 A LA CALLE 19,Población Beneficiada : 850 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 158,700000000.00,68820463.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Acueducto/Urbana,OPTIMIZACION SISTEMA DE DISTRIBUCION SECTOR ORIENTAL Y OCCIDENTAL,Población Beneficiada : 12502 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 205,1000000000.00,0.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,CONSTRUCCION EMISARIO FINAL PLAN MAESTRO DE ALCANTARILLADO MUNICIPIO DE LOS PATIOS,Población Beneficiada : 8814 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 169,742000000.00,80227022.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,CONSTRUCCION REDES DE ALCANTARILLADO SECTOR MIRADOR - VIDELSO Y SECTOR SUR DEL MUNICIPIO,Población Beneficiada : 940 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 130,500000000.00,134711593.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO PLUVIAL CORREGIMIENTO DE LA GARITA MUNICIPIO DE LOS PATIOS.,Sin Información,0.00,474661898.00,7320-E2-20403,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,"REPARACION ALCANTARILLADO CASCO URBANO SOBRE LA CALLE 38 ENTRE AV. 3E-5E, BARRIO SANTA ROSA DE LIMA MUNICIPIO DE LOS PATIOS *",RECONSTRUCCION TRAMO DE LA CALLE 38 ENTRE AV 3E-5E EN TUBERIA DE PVC CONSTRUCCION DE LOS POZOS Y PROTECCION DE LOS MISMOS POR MEDIO DE GAVIONES EN LE BARRIO SANTA ROSA DE LIMA MUNICIPIO E LOS PATIOS Población Beneficiada : 70552 Nuevas Conexiones : NA Cobertura : ND Continuidad : ND Empleos Generados : 51,248458191.00,0.00,5100-E2-88067,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,CONSTRUCCION COLECTOR ANILLO VIAL OCCIDENTAL LA FLORESTA MUNICIPIO DE LOS PATIOS(REFORMULACION) *,Población Beneficiada : 1256 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 201,952877198.00,26708669.00,Sin Información,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,"CONSTRUCCION DEL COLECTOR DEL MARGEN DERECHO DEL RIO PAMPLONITA EN EL SECTOR OCCIDENTAL DEL AREA URBANA DEL MUNICIPIO DE LOS PATIOS, INCLUYENDO OBRAS DE ESTABILIZACION GEOTECNICA",POR MEDIO DE LA EJECUCIÓN DEL PROYECTO SE PRETENDE LA ELIMINACIÓN DE 5 PUNTOS DE VERTIMIENTOS; POR LO CUAL SE SANARA LA QUEBRAD AGUA LINDA Y TOMA DUPLAT; EL CUAL SE ENCUENTRA FUERTEMENTE CONTAMINADA.,0.00,4383436523.00,7320-E2-51274,Liquidado,100
N DE SANTANDER,Los Patios(N D),Alcantarillado/Urbana,OPTIMIZACION SISTEMA DE ALCANTARILLADO BARRIO VALLES DEL MIRADOR MUNICIPIO DE LOS PATIOS *,"AUMENTO DE COBERTURA, PASANDO DEL 90,3% AL 93,2% Y MEJORAMIENTO EN LA RECOLECCIÓN DE AGUAS RESIDUALES, MITIGANDO EL RIESGO ASOCIADO A LAS ENFERMEDADES INFECCIOSAS PRODUCTO DE LA COLMATACIÓN DE LAS AGUAS NEGRAS EN EL BARRIO VALLES DEL MIRADOR.",1156433379.00,0.00,7320-E2-23037,Liquidado,100
SANTANDER,Los Santos(SAN),Acueducto/Urbana,OPTIMIZACION DE LAS REDES DE DISTRIBUCION DEL ACUEDUCTO URBANO DE LOS SANTOS,AUMENTAR LA COBERTURA DE ACUEDUCTO DEL 60% AL 100% Y LA MICROMEDICION DEL 95% AL 100%,980418208.00,0.00,7320-E2-51576,Liquidado,100
SANTANDER,Los Santos(SAN),Acueducto/Urbana,OPTIMIZACIÓN RED DE ACUEDUCTO URBANO MUNICIPIO DE LOS SANTOS-SANTANDER,"A través de la optimización de las redes de acueducto del casco urbano del municipio de Los Santos, se busca mejorar las condiciones de prestación del servicio, reduciendo las pérdidas técnicas identificadas en los tanques de reparto, mediante su clausura e implementación de estaciones reguladoras de presión en las redes del sistema. Adicionalmente, con la implementación de un sistema de supervisión, control y adquisición de datos se pretende un adecuado monitoreo y control operacional, estableciendo patrones de consumo por sectores, y la identificación y contabilización de las perdidas en el sistema de acueducto, que permitan la implementación de acciones, planes y/o mejoras en la operación actual y futura de las redes del municipio.",523757074.00,359441130.00,2020EE00114736,En Liquidación,100
SANTANDER,Los Santos(SAN),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO SANITARIO DEL MUNICIPIO DE LOS SANTOS,"EL PROYECTO SE EJECUTARA EN EL MUNICIPIO DE LOS SANTOS EN EL DEPARTAMENTO DE SANTANDER, EL CUAL SE ENCUENTRA LOCALIZADO EN EL CASCO URBANO DEL MUNICIPIO. ESTE SECTOR PRESENTA SERIOS PROBLEMAS DE SANEAMIENTO DEBIDO A QUE LA REDE EXISTENTE PRESENTA DEFICIENCIA POR SER UNA CONSTRUCCION ARTESANAL, COMO SE PUEDE EVIDENCIAR EN EL REGISTRO FOTOGRAFICO QUE NO CUMPLE CON LOS PARAMETROS MINIMOS DE PROFUNDIDADES. REFORMULACIÓN INCORPORAR ÍTEMS ASEGURAMIENTO DE LA PRESTACIÓN DE SERVICIOS PÚBLICOS DE ACUEDUCTO Y ALCANTARILLADO E INTERVENTORIA ASEGURAMIENTO DE LA PRESACIÓN DE SERVICIOS PÚBLICOS DE ACUEDUCTO Y ALCANTARILLADO. CON EL PROYECTO SE BUSCA AMPLIAR LA COBERTURA DEL ALCANTARILLADO DE LA ZONA Y MEJORAR LAS CONDICIONES DE VIDA DE LOS HABITANTES DEL SECTOR.",4711621836.00,0.00,7320-E2-78571,En Liquidación,100
N DE SANTANDER,Lourdes(N D),Acueducto/Urbana,DISEÑO NUEVA CAPTACION Y RECUPERACION DEL DESARENADOR Y LINEA DE ADUCCION Y TRAMOS AFECTADOS DE CONDUCCION DEL SISTEMA DE ACUEDUCTO LA CRISTALINA-FÁTIMA MUNICIPIO DE LOURDES *,CON EL PROYECTO MEJORARA EL SISTEMA DE ALCANTARILLADO DETERIORADO POR LA OLA INVERNAL Y POR ENDE LA CONTINUIDAD DEL SERVICIIO DE AGUA POTABLE Población Beneficiada : 1300 Nuevas Conexiones : NA Cobertura : ND Continuidad : ND Empleos Generados : 50,244959983.00,0.00,5100-E2-112998,Liquidado,100
N DE SANTANDER,Lourdes(N D),Alcantarillado/Urbana,RECUPERACION COLECTOR ALCANTARILLADO SANITARIO CABECERA MUNICIPAL DE LOURDES *,"CON EL PROYECTO SE MEJORA EL SISTEMA DE ALCANTARILLADO, DETERIORADO POR LA OLA INVERNAL Y POR ENDE EL ADECUADO FUNCIONAMIENTO DEL MISMO Población Beneficiada : 1301 Nuevas Conexiones : NA Cobertura : ND Continuidad : ND Empleos Generados : 50",244752865.00,0.00,5100-E2-144276,Liquidado,100
N DE SANTANDER,Lourdes(N D),Alcantarillado/Urbana,MEJORAMIENTO SISTEMA DE ALCANTARILLADO MUNICIPIO DE LOURDES(REFORMULACION),AUMENTO DE LA EFICIENCIA DEL SISTEMA DE RECOLECCIÓN DE LAS AGUAS RESIDUALES,0.00,667303949.00,7323-E2-58693,Liquidado,100
ATLANTICO,Luruaco(ATL),Alcantarillado/Urbana,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL MUNICIPIO DE LURUACO,"Población Beneficiada : 1540 Nuevas Conexiones : Cobertura : 0,24% al 40% Continuidad : NA Empleos Generados : 297",1250000000.00,200000000.00,Sin Información,En Liquidación,100
SANTANDER,Macaravita(SAN),Acueducto/Rural,CONSTRUCCION ACUEDUCTO VEREDA PAJARITO MUNICIPIO DE MACARAVITA,CON LA CONSTRUCCION DE LA RED DE DISTRIBUCION SE DARA COBERTURA EN LA PRESTACION DEL SERVICIO DE ACUEDUCTO PARA EL 100% DE LAS VIVIENDAS QUE EN LA ACTUALIDAD SOLO ES DEL 9%.,0.00,724892737.00,2014EE0024636,Liquidado,100
SANTANDER,Macaravita(SAN),Acueducto/Urbana,PLAN MAESTRO DE ACUEDUCTO CASCO URBANO DEL MUNICIPIO DE MACARAVITA,Población Beneficiada : 304 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 76,0.00,371830860.00,5100-E2-70279,Liquidado,100
ANTIOQUIA,Maceo(ANT),Alcantarillado/Urbana,CONSTRUCCION DEL PLAN MAESTRO DE ALCANTARILLADO URBANO DEL MUNICIPIO DE MACEO ETAPA II,"SE OPTIMIZARÁ REDES DE ALCANTARILLADO Y EL COLECTOR LA BONITA, ELIMINANDO FUGAS QUE DETERIORAN LAS VIAS,VIVIENDAS Y FUENTES DE AGUA.",0.00,1270644194.00,7323-E2-100558,Liquidado,100
CUNDINAMARCA,Machetá(CUN),Acueducto/Rural,"CONSTRUCCION ACUEDUCTO INTERVEREDAL SOLANA, GAZUCA ALTO, GAZUCA BAJO. MULATA ALTO, MULATA BAJO, SAN LUIS, SAN JOSE Y SECTOR LAGUNITAS MUNICIPIO DE MACHETA.","AUMENTAR LA COBERTURA A LAS VEREDAS GAZUCA ALTO, GAZUCA BAJO, SAN JOSE, SAN LUIS, MULATA ALTO, MULATA BAJO INCLUIDAS EN EL DISEÑO DEL PASANDO DEL 35% AL 100%",0.00,6884461102.00,7323-E2-39788,Liquidado Contrato Obra,100
CUNDINAMARCA,Machetá(CUN),Alcantarillado/Rural,CONSTRUCCION DE 40 UNIDADES SANITARIAS EN LA ZONA RUAL DE MACHETA,"Construir unidades sanitarias de óptimas condiciones técnicas, las cuales constan en una zona húmeda, que incluye ducha y una zona seca que incluye sanitario y lavamanos, sistema séptico, puntos hidráulicos y eléctricos.",0.00,327098823.00,2015EE0057326,Liquidado,100
CUNDINAMARCA,Machetá(CUN),Aseo/Urbana,COMPRA DE CARRO COMPACTADOR PARA EL MUNICIPIO DE MACHETA PARA SERVIR A TIRIBITA Y MANTA,Población Beneficiada : 3180 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 65,0.00,315657143.00,Sin Información,Liquidado,100
CUNDINAMARCA,Madrid(CUN),Acueducto/Urbana,"RENOVACION REDES DE AGUA POTBALE TANQUE CASA BLANCA, SECTOR CALLE CENTRO, CALLE SEPTIMA, PARQUE DE LAS FLORES, EL CHARQUITO DEL MUNICIPIO DE MADRID","CON LA EJECUCION DEL PROYECTO SE EVITARA EL CONTINUO CORTE DEL SERVICIO DE ACUEDUCTO POR RUPTURA DE LA TUBERIA, BENEFICIANDO A UNAS POBLACION PROYECTADA DE 42.000 HABITANTES.",0.00,3000000000.00,7323-E2-103380,Liquidado Contrato Obra,100
CUNDINAMARCA,Madrid(CUN),Acueducto/Urbana,OPTIMIZACION DE TUBERIA DE AGUA POTABLE SOBRE LA CALLE 21 ENTRE LA CARRERA SEXTA Y EL SECTOR EL CHARQUITO SAN PEDRO DEL MUNICIPIO DE MADRID *,"MEJORAR CONDICIONES HIDRAULICAS DEL SISTEMA DE ACUEDUCTO EN LA CALLE 21 ENTRE CARRERA 6 Y EL SECTOR EL CHARQUITO, Y DISMINUIR EL IANC GENERADO POR EL MAL ESTADO DE LA RED EN EL SECTOR",0.00,735522978.00,5100-E2-72447,Liquidado,100
CUNDINAMARCA,Madrid(CUN),Acueducto/Urbana,"AMPLIACION DE LA PLANTA DE TRATAMIENTO PRINCIPAL DE AGUA POTABLE EN 100 LPS Y OPTIMIZACION DE LA PLANTA DE TRATAMIENTO ACTUAL, MUNICIPIO DE MADRID (REFORMULACION)",CON EL AUMENTO DE LA CAPACIDAD DE TRATRAMIENTO DE AGUA SE GARANTIZA LA CANTIDAD Y CONTINUIDAD DEL SERVICIO A LOS HABITANTES DEL MUNICIPIO DE MADRID,0.00,3161419743.00,5100-E2-19569,Liquidado,100
CUNDINAMARCA,Madrid(CUN),"Acueducto/Urbana, Alcantarillado/Urbana","REDES HIDROSANITARIAS, ALCANTARILLADO SANITARIO PLUVIAL Y REDES DE AGUA POTABLE DE LA URBANIZACION VILLAS DE BARCELONA MUNICIPIO DE MADRID",CON LA IMPLEMENTACIÓN DEL PROYECTO SE BENEFICIARAN A 63 FAMILIAS DEL PROYECTO DE VIVIENDA DE INTERES SOCIAL VILLAS DE BARCELONA,0.00,354783645.00,5100-E2-77623,Liquidado,100
CUNDINAMARCA,Madrid(CUN),Alcantarillado/Urbana,CONSTRUCCION DEL COLECTOR ALCANTARILLADO CARRERA 2 SECTOR LORETO A PTAR I DEL MUNICIPIO DE MADRID (REFORMULACION) *,"MEJORAR LAS CONDICIONES DE CALIDAD Y CONTINUIDAD DEL SERVICIO DE ACUEDUCTO Y DAR SOLUCION A LAS INTERUPCIONES DEL SERVICIO POR DAÑOS FRECUENTES EN LA TUBERIA POR MAL ESTADO FISICO Población Beneficiada : 33151 Nuevas Conexiones : 0 Cobertura : 0,96 Continuidad : 24H Empleos Generados : 1243",6010556297.00,62400000.00,5100-E2-74079,Liquidado,100
CUNDINAMARCA,Madrid(CUN),Alcantarillado/Urbana,CONSTRUCCION DEL COLECTOR # 6 ALCANTARILLADO PLUVIAL CL 21 ETAPA I PARA EL MUNICIPIO DE MADRID SOBRE LA CALLE 21 DESDE LA CARRERA 1 ESTE HASTA LA CARRERA 10 ESTE Y DESDE LA CALLE 21 HASTA LA CALLE 7 PTAR 1 CRUZANDO LA FINCA LA SOLEDAD.,mejorar la prestación de los servicios del alcantarillado en el sector nororiental del municipio.,0.00,9404020478.00,2015EE0003675,Liquidado Contrato Obra,100
CUNDINAMARCA,Madrid(CUN),Alcantarillado/Urbana,"CONSTRUCCION DE LOS COLECTORES NO. 2,2A Y 4 DE AGUAS LLUVIAS Y NEGRAS EN MADRID","SE AUMENTARA LA CAPACIDAD HIDRAULICA DE LAS REDES DE ALCANTARILLADO SANITARIO Y PLUVIAL, EVITANDO INUNDACIONES Y EL REBOSAMIENTO DE AGUAS NEGRAS AL INTERIOR DE LAS VIVIENDAS.",8136758727.00,5035707918.00,7323-E2-46540,Liquidado,100
CUNDINAMARCA,Madrid(CUN),Aseo/Urbana,ADQUISICION DE UN VEHICULO COMPACTADOR DE 25Y3 PARA LA RECOLECCION Y TRANSPORTE DE LOS RESIDUOS SOLIDOS DEL MUNICIPIO DE MADRID,EL PROYECTO ADQUISICION DE UN VEHICULO COMPACTADOR DE 25Y3 PARA EL MUNICIPIO DE MADRID AMPLIARA Y GENERARA COBERTURA DE RECOLECCIóN Y TRANSPORTE EN UN 100% DEL CASCO URBANO DEL MUNICIPIO DE MADRID.,0.00,441902660.00,2015EE0056199,Liquidado,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,"OPTIMIZACION, CONSTRUCION Y/O AMPLIACION SISTEMAS DE ACUEDUCTO MUNICIPIO DE MAGANGUE",SE AUMENTA LA PRODUCCION DE AGUA POTABLE DE 200 LP/S A 420 LTS,9042775774.00,50010100.00,7320-E2-83858,Liquidado,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,"OPTIMIZACIÓN, CONSTRUCCION Y AMPLIACIÓN DEL SISTEMA DE DISTRIBUCIÓN DEL ACUEDUCTO DEL MUNICIPIO DE MAGANGUÉ, DEPARTAMENTO DE BOLIVAR","EL proyecto impacta al pasar en cobertura del 66% actual al 95% previsto al momento de concluir la ejecución del proyecto planteado. Se prevé además, pasar de una cobertura en micromedición del 0% actual a cuando menos el 68%., con ello se espera reducir las pérdidas técnicas en el sistema para pasar de casi el 49% identificado a la fecha a cuando menos el 30% en los próximos 4 años. Se benefician de forma directa con el proyecto cerca de 26.743 habitantes del área urbana de la localidad y con la sectorización al 100% de la comunidad de la cabecera municipal.",25212073695.00,0.00,2015EE0058879,Liquidado,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,"SUMINISTRO DE ACCESORIOS PARA LA ADECUACION DEL LABORATORIO PARA LA PLANTA DE TRATAMIENTO DE AGUA POTABLE EN LA CIUDAD DE MAGANGUE, DEPARTAMENTO DE BLOLIVAR.",Población Beneficiada : 316 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 41,200000000.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,"CONSTRUCCION, INSTALACION Y PUESTA EN OPERACIÓN DEL SISTEMA DE MACROMEDICION POR ULTRASONIDO EN LA CIUDAD DE MAGANGUE EN EL DEPARTAMENTO DE BOLIVAR.",Población Beneficiada : 442 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 57,280000000.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,OBRAS DE REHABILITACION Y OPTIMIZACION DEL SISTEMA DE ACUEDUCTO DEL MUNICIPIO DE MAGANGUE EN EL DEPARTAMENTO DE BOLIVAR.,Población Beneficiada : 1704 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 221,1078560074.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,OPTIMIZACIÓN DE LOS SERVICIOS DE ACUEDUCTO Y ALCANTARILLADO DEL MUNICIPIO DE MAGANGUE - BOLÍVAR.,Población Beneficiada : 3176 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 513,2500000000.00,0.00,Sin Información,Liquidado,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,PASIVOS LABORALES,Población Beneficiada : 4424 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 714,3482000000.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Magangué(BOL),Acueducto/Urbana,APOYO A LA MODERNIZACIÓN DE LA PRESTACION DE LOS SERVICIOS DE ACUEDUCTO Y ALCANTARILLADO EN EL MUNICIPIO,Población Beneficiada : 4447 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 718,3500000000.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Magangué(BOL),Alcantarillado/Urbana,"OBRAS PARA LA CONSTRUCCION DEL COLECTOR DE RECOLECCION DEL CASCO URBANO DEL MUNICIPIO A PLANTA DE TRATAMIENTO ZONA DE SERVICIO ETAUDIENCIAS PUBLICASA 1. COMPRENDE LOS BARRIOS: CORDOBA, LA CANDELARIA, SIMON BOLIVAR Y OLAYA HERRERA EN EL MUNICIPIO DE MAGANG",Población Beneficiada : 880 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 170,828345000.00,0.00,Sin Información,En Liquidación,100
BOLIVAR,Mahates(BOL),Acueducto/Urbana,REHABILITACION DE LA CAPTACION DEL ACUEDUCTO DE MAHATES,Con el proyecto se atiende la afectación en el sistema de captación del acueducto de Mahates del municipio de Mahates que se evidenció durante el fenomeno de la niña 2010-2011. Población Beneficiada : 305 Nuevas Conexiones : 0 Cobertura : ND Continuidad : 24 H Empleos Generados : 39,193000000.00,0.00,7320-E2-20000,Liquidado,100
LA GUAJIRA,Maicao(LA ),Acueducto/Rural,IMPLEMENTACIÓN MODELO DE DISTRIBUCIÓN DE AGUA POTABLE PARA LAS COMUNIDADES INDÍGENAS WAYÚU DE LA ZONA RURAL DISPERSA DEL MUNICIPIO DE MAICAO - LA GUAJIRA MAICAO,EL OBJETIVO ES SUMINISTRAR AGUA POTABLE A CERCA DE 3000 PERSONAS DE ESTA ZONAL POR MEDIO DE UN MICROACUEDUCTO NORMALIZADO POR EL DECRETO DE PILAS PUBLICAS QUE SERA ADMINISTRADO POSTERIORMENTE POR UNA ORGANIZACIóN COMUNITARIA CONFORMADA POR LOS LIDERES DE LA ZONA. COMO UNA ESTRATEGIA DE APROPIACIóN Y ASEGURAMIENTO.,0.00,0.00,Sin Información,En Liquidación,100
LA GUAJIRA,Maicao(LA ),"Acueducto/Rural, Alcantarillado/Rural","SISTEMA DE ACUEDUCTO Y ALCANTARILLADO PARA EL CORREGIMIENTO DE PARAGUACHON MUNICIPIO DE MAICAO, LA GUAJIRA",El impacto del proyecto mejorará la continuidad del servicio de acueducto que pasará de 0 a 12 horas diarias con una población actual beneficiada de 2204 y una recolección y tratamiento de 0 al 100% de aguas residual domestica.,8552982384.00,0.00,2016EE0071802,En Liquidación,100
